No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
5240,2013,10,5,7,209.0,238.0,3.0,62.0,2800.0,1.0,14.4,1015.1,14.2,0.0,E,0.4,Tiantan
5241,2013,10,5,8,275.0,292.0,5.0,70.0,2700.0,2.0,15.8,1016.2,14.5,0.0,NNE,1.1,Tiantan
5242,2013,10,5,9,272.0,330.0,17.0,94.0,2700.0,5.0,17.5,1016.6,14.0,0.0,NE,1.3,Tiantan
5243,2013,10,5,10,342.0,357.0,34.0,108.0,2600.0,8.0,19.4,1016.6,14.2,0.0,NNE,1.1,Tiantan
5244,2013,10,5,11,346.0,370.0,50.0,108.0,2400.0,26.0,20.9,1016.3,13.6,0.0,ESE,2.1,Tiantan
5245,2013,10,5,12,372.0,404.0,45.0,130.0,2600.0,33.0,21.9,1015.8,13.5,0.0,ESE,2.0,Tiantan
5246,2013,10,5,13,360.0,366.0,43.0,99.0,2000.0,94.0,22.7,1015.4,12.9,0.0,ESE,1.2,Tiantan
5247,2013,10,5,14,333.0,349.0,45.0,75.0,1800.0,155.0,23.4,1015.6,12.7,0.0,SSE,2.1,Tiantan
5248,2013,10,5,15,333.0,349.0,45.0,75.0,1900.0,157.0,23.6,1015.8,13.2,0.0,SE,1.2,Tiantan
5249,2013,10,5,16,284.0,328.0,39.0,69.0,1800.0,165.0,23.1,1015.9,13.3,0.0,SSE,1.3,Tiantan
5250,2013,10,5,17,266.0,266.0,29.0,51.0,1500.0,168.0,19.8,1016.4,14.4,0.0,SSE,0.2,Tiantan
5251,2013,10,5,18,271.0,291.0,15.0,48.0,1500.0,117.0,17.5,1017.2,15.8,0.0,ESE,0.4,Tiantan
5252,2013,10,5,19,238.0,252.0,6.0,60.0,1500.0,41.0,16.4,1018.0,15.4,0.0,N,0.0,Tiantan
5253,2013,10,5,20,279.0,252.0,3.0,79.0,2000.0,4.0,16.0,1018.5,15.4,0.0,NNW,0.7,Tiantan
5254,2013,10,5,21,279.0,239.0,3.0,79.0,2100.0,1.0,15.2,1019.1,14.7,0.0,ESE,0.6,Tiantan
5255,2013,10,5,22,290.0,205.0,3.0,99.0,2000.0,1.0,14.9,1019.5,14.6,0.0,E,0.8,Tiantan
5256,2013,10,5,23,252.0,192.0,2.0,70.0,2100.0,1.0,14.5,1019.6,14.2,0.0,E,0.8,Tiantan
5257,2013,10,6,0,250.0,206.0,2.0,76.0,2200.0,1.0,13.7,1019.5,13.4,0.0,W,0.6,Tiantan
5258,2013,10,6,1,271.0,227.0,3.0,75.0,2700.0,1.0,13.5,1019.5,13.3,0.0,E,0.8,Tiantan
5259,2013,10,6,2,277.0,234.0,2.0,54.0,2800.0,0.4284,13.3,1019.0,13.1,0.0,ENE,1.0,Tiantan
5260,2013,10,6,3,274.0,224.0,3.0,73.0,2700.0,1.0,12.7,1019.0,12.5,0.0,NE,0.9,Tiantan
5261,2013,10,6,4,254.0,198.0,3.0,59.0,2300.0,1.0,12.4,1019.2,12.2,0.0,NE,1.2,Tiantan
5262,2013,10,6,5,213.0,174.0,2.0,54.0,2000.0,1.0,14.0,1019.5,13.8,0.0,NNW,0.7,Tiantan
5263,2013,10,6,6,186.0,203.0,8.0,63.0,2600.0,8.0,15.0,1020.0,15.0,0.0,ENE,1.4,Tiantan
5264,2013,10,6,7,159.0,203.0,7.0,67.0,2500.0,4.0,14.5,1020.2,14.2,0.0,E,2.1,Tiantan
5265,2013,10,6,8,130.0,166.0,9.0,77.0,3000.0,2.0,14.8,1020.5,14.6,0.0,SE,1.2,Tiantan
5266,2013,10,6,9,164.0,215.0,13.0,82.0,3700.0,3.0,15.4,1020.6,15.4,0.0,N,0.8,Tiantan
5267,2013,10,6,10,164.0,215.0,13.0,82.0,3200.0,9.0,15.7,1020.4,15.7,0.0,ENE,1.0,Tiantan
5268,2013,10,6,11,143.0,118.0,12.0,66.0,2700.0,12.0,16.3,1019.8,16.3,0.0,E,1.1,Tiantan
5269,2013,10,6,12,122.0,156.0,13.0,68.0,2700.0,11.0,18.0,1018.5,16.7,0.0,N,1.0,Tiantan
5270,2013,10,6,13,178.0,192.0,13.0,70.0,2900.0,10.0,20.0,1017.9,16.6,0.0,SE,1.4,Tiantan
5271,2013,10,6,14,174.0,185.0,25.0,56.0,2400.0,57.0,20.6,1017.3,16.4,0.0,N,0.7,Tiantan
5272,2013,10,6,15,148.0,169.0,33.0,58.0,2200.0,72.0,21.0,1016.4,16.6,0.0,ENE,0.7,Tiantan
5273,2013,10,6,16,177.0,169.0,39.0,57.0,2000.0,84.0,20.3,1015.9,17.1,0.0,NNW,1.1,Tiantan
5274,2013,10,6,17,177.0,160.0,39.0,57.0,1900.0,83.0,18.5,1016.4,16.5,0.0,N,1.0,Tiantan
5275,2013,10,6,18,129.0,146.0,15.0,56.0,1900.0,37.0,17.4,1016.7,16.3,0.0,E,0.9,Tiantan
5276,2013,10,6,19,156.0,146.0,7.0,77.0,2100.0,3.0,16.3,1017.0,15.7,0.0,NNE,0.6,Tiantan
5277,2013,10,6,20,161.0,113.0,5.0,75.0,2400.0,1.0,15.4,1017.3,14.9,0.0,W,0.6,Tiantan
5278,2013,10,6,21,177.0,203.0,7.0,83.0,2800.0,1.0,15.2,1017.3,14.9,0.0,SE,0.7,Tiantan
5279,2013,10,6,22,183.0,203.0,6.0,74.0,2800.0,1.0,14.9,1017.2,14.7,0.0,E,0.8,Tiantan
5280,2013,10,6,23,167.0,138.0,4.0,61.0,2800.0,1.0,14.7,1017.2,14.5,0.0,ESE,0.8,Tiantan
5281,2013,10,7,0,162.0,171.0,4.0,74.0,3100.0,1.0,14.5,1017.2,14.3,0.0,NNE,0.4,Tiantan
5282,2013,10,7,1,156.0,171.0,4.0,60.0,2900.0,1.0,14.2,1017.1,14.0,0.0,ESE,1.0,Tiantan
5283,2013,10,7,2,148.0,115.0,3.0,50.0,2700.0,1.0,13.9,1016.8,13.7,0.0,NE,1.0,Tiantan
5284,2013,10,7,3,130.0,111.0,2.0,33.0,2500.0,1.0,13.7,1017.0,13.5,0.0,NE,0.9,Tiantan
5285,2013,10,7,4,142.0,158.0,3.0,51.0,2300.0,1.0,14.1,1017.6,13.9,0.0,NNE,1.4,Tiantan
5286,2013,10,7,5,161.0,158.0,6.0,65.0,2100.0,1.0,13.8,1017.9,13.5,0.0,NNW,1.2,Tiantan
5287,2013,10,7,6,145.0,123.0,8.0,55.0,2000.0,4.0,14.0,1018.3,13.7,0.0,SE,1.2,Tiantan
5288,2013,10,7,7,131.0,142.0,13.0,63.0,2000.0,12.0,16.2,1019.2,15.1,0.0,ENE,1.5,Tiantan
5289,2013,10,7,8,139.0,142.0,23.0,62.0,1700.0,24.0,18.5,1019.6,12.3,0.0,NNW,1.8,Tiantan
5290,2013,10,7,9,139.0,139.0,23.0,62.0,1200.0,26.0,21.2,1019.9,7.8,0.0,N,2.6,Tiantan
5291,2013,10,7,10,36.0,17.0,11.0,38.0,600.0,40.0,22.2,1019.8,8.3,0.0,NNE,3.0,Tiantan
5292,2013,10,7,11,20.0,28.0,12.0,37.0,600.0,47.0,23.2,1019.5,5.6,0.0,ENE,4.0,Tiantan
5293,2013,10,7,12,20.0,55.0,9.0,34.0,600.0,56.0,24.3,1018.6,4.6,0.0,NE,2.6,Tiantan
5294,2013,10,7,13,27.0,75.0,8.0,34.0,600.0,73.0,24.7,1017.8,3.3,0.0,NNE,3.3,Tiantan
5295,2013,10,7,14,38.0,75.0,6.0,28.0,500.0,84.0,24.6,1017.9,2.7,0.0,ENE,3.2,Tiantan
5296,2013,10,7,15,8.0,8.0,4.0,28.0,400.0,82.0,24.4,1017.8,3.6,0.0,ENE,2.0,Tiantan
5297,2013,10,7,16,14.0,8.0,4.0,29.0,400.0,79.0,23.2,1017.8,4.2,0.0,ENE,1.0,Tiantan
5298,2013,10,7,17,3.0,6.0,4.0,29.0,400.0,76.0,19.0,1017.9,8.3,0.0,W,0.4,Tiantan
5299,2013,10,7,18,13.0,33.0,3.0,44.0,400.0,58.0,18.8,1018.5,9.3,0.0,SE,0.7,Tiantan
5300,2013,10,7,19,24.0,102.0,3.0,66.0,600.0,29.0,18.9,1018.3,3.9,0.0,NNW,1.9,Tiantan
5301,2013,10,7,20,43.0,71.0,3.0,80.0,700.0,8.0,19.5,1019.6,10.8,0.0,ESE,1.7,Tiantan
5302,2013,10,7,21,37.0,174.0,7.0,103.0,1100.0,5.0,19.1,1020.7,11.4,0.0,S,0.4,Tiantan
5303,2013,10,7,22,73.0,191.0,13.0,83.0,1200.0,43.0,18.1,1020.9,12.8,0.0,ESE,1.5,Tiantan
5304,2013,10,7,23,62.0,114.0,10.0,58.0,1000.0,47.0,17.6,1020.5,13.3,0.0,E,1.6,Tiantan
5305,2013,10,8,0,55.0,122.0,12.0,69.0,1000.0,41.0,17.0,1020.5,14.3,0.0,NE,1.0,Tiantan
5306,2013,10,8,1,50.0,106.0,10.0,43.0,800.0,60.0,16.9,1019.9,13.4,0.0,ENE,1.1,Tiantan
5307,2013,10,8,2,45.0,106.0,10.0,39.0,700.0,51.0,16.1,1019.3,12.5,0.0,ESE,1.2,Tiantan
5308,2013,10,8,3,29.0,45.0,15.0,36.0,600.0,45.5,15.5,1019.4,13.2,0.0,NNW,0.5,Tiantan
5309,2013,10,8,4,27.0,49.0,12.0,36.0,500.0,40.0,15.2,1019.2,13.2,0.0,ENE,1.2,Tiantan
5310,2013,10,8,5,27.0,49.0,7.0,33.0,500.0,34.0,14.1,1019.6,12.0,0.0,NNE,0.8,Tiantan
5311,2013,10,8,6,20.0,26.0,5.0,34.0,600.0,22.0,14.4,1019.5,10.4,0.0,NNE,0.7,Tiantan
5312,2013,10,8,7,13.0,26.0,5.0,34.0,700.0,20.0,14.9,1019.6,10.9,0.0,ESE,1.3,Tiantan
5313,2013,10,8,8,24.0,50.0,8.0,52.0,800.0,8.0,17.1,1019.5,10.5,0.0,E,0.9,Tiantan
5314,2013,10,8,9,38.0,94.0,30.0,60.0,1400.0,17.0,18.6,1018.8,8.3,0.0,S,1.0,Tiantan
5315,2013,10,8,10,48.0,63.0,44.0,64.0,1600.0,23.0,19.4,1017.8,7.5,0.0,S,2.7,Tiantan
5316,2013,10,8,11,51.0,148.0,47.0,63.0,1600.0,32.0,20.4,1016.7,7.7,0.0,SW,1.4,Tiantan
5317,2013,10,8,12,45.0,121.0,49.0,50.0,1500.0,59.0,20.9,1015.0,7.1,0.0,SSE,2.8,Tiantan
5318,2013,10,8,13,45.0,76.0,49.0,39.0,1300.0,79.0,21.8,1013.8,7.6,0.0,WSW,1.8,Tiantan
5319,2013,10,8,14,40.0,39.0,42.0,30.0,1200.0,91.0,22.1,1012.9,7.5,0.0,SSW,3.0,Tiantan
5320,2013,10,8,15,35.0,131.0,36.0,25.0,1000.0,110.0,21.9,1012.1,8.4,0.0,SW,1.5,Tiantan
5321,2013,10,8,16,35.0,131.0,36.0,25.0,800.0,118.0,20.9,1011.3,10.4,0.0,WSW,2.3,Tiantan
5322,2013,10,8,17,57.0,135.0,20.0,25.0,800.0,116.0,19.8,1011.1,10.8,0.0,SW,1.5,Tiantan
5323,2013,10,8,18,66.0,136.0,15.0,32.0,900.0,107.0,18.3,1011.0,10.4,0.0,SSW,0.7,Tiantan
5324,2013,10,8,19,74.0,127.0,10.0,49.0,900.0,76.0,17.3,1011.1,11.1,0.0,SSW,0.8,Tiantan
5325,2013,10,8,20,86.0,127.0,7.0,76.0,1100.0,40.0,17.5,1011.0,10.1,0.0,SSW,1.2,Tiantan
5326,2013,10,8,21,94.0,111.0,6.0,107.0,1100.0,7.0,15.9,1010.9,11.3,0.0,SE,1.2,Tiantan
5327,2013,10,8,22,75.0,87.0,4.0,95.0,1100.0,1.0,16.9,1010.3,9.6,0.0,S,1.8,Tiantan
5328,2013,10,8,23,86.0,115.0,6.0,99.0,1100.0,2.0,16.0,1010.0,9.9,0.0,S,1.4,Tiantan
5329,2013,10,9,0,97.0,118.0,8.0,73.0,1000.0,8.0,15.2,1009.6,10.4,0.0,ESE,0.5,Tiantan
5330,2013,10,9,1,91.0,110.0,5.0,67.0,1000.0,3.0,13.1,1009.3,11.5,0.0,E,0.9,Tiantan
5331,2013,10,9,2,82.0,93.0,4.0,57.0,1100.0,2.0,12.3,1008.7,11.2,0.0,ENE,0.8,Tiantan
5332,2013,10,9,3,82.0,83.0,2.0,46.0,1100.0,1.0,12.0,1008.4,11.2,0.0,NE,1.1,Tiantan
5333,2013,10,9,4,83.0,83.0,1.0,37.0,1000.0,1.0,12.2,1008.6,11.3,0.0,ENE,0.7,Tiantan
5334,2013,10,9,5,82.0,84.0,2.0,34.0,1100.0,1.0,11.8,1008.7,11.2,0.0,NE,1.0,Tiantan
5335,2013,10,9,6,83.0,99.0,2.0,39.0,1200.0,1.0,12.8,1008.9,11.9,0.0,ESE,1.0,Tiantan
5336,2013,10,9,7,98.0,164.0,3.0,56.0,1500.0,1.0,13.3,1009.2,12.0,0.0,ENE,1.0,Tiantan
5337,2013,10,9,8,99.0,197.0,5.0,71.0,1800.0,1.0,13.9,1009.2,12.1,0.0,ENE,1.3,Tiantan
5338,2013,10,9,9,105.0,195.0,7.0,79.0,2100.0,1.0,14.6,1008.8,12.5,0.0,NNE,1.0,Tiantan
5339,2013,10,9,10,106.0,190.0,8.0,80.0,2200.0,1.0,15.3,1008.3,12.2,0.0,NNE,1.2,Tiantan
5340,2013,10,9,11,114.0,204.0,9.0,94.0,2400.0,1.0,16.3,1007.5,12.8,0.0,ENE,1.5,Tiantan
5341,2013,10,9,12,123.0,200.0,10.0,100.0,2200.0,2.0,17.8,1006.6,12.9,0.0,ESE,1.1,Tiantan
5342,2013,10,9,13,135.0,213.0,13.0,108.0,1900.0,7.0,19.0,1005.6,13.4,0.0,ENE,1.0,Tiantan
5343,2013,10,9,14,169.0,228.0,16.0,117.0,1900.0,19.0,19.9,1005.3,13.6,0.0,NE,1.0,Tiantan
5344,2013,10,9,15,193.0,247.0,21.0,104.0,3000.0,51.0,19.9,1005.3,13.6,0.0,N,1.2,Tiantan
5345,2013,10,9,16,194.0,244.0,24.0,100.0,1500.0,68.0,19.1,1004.9,13.7,0.0,NE,1.5,Tiantan
5346,2013,10,9,17,202.0,255.0,22.0,135.0,1800.0,32.0,17.6,1005.2,13.3,0.0,N,1.6,Tiantan
5347,2013,10,9,18,188.0,259.0,15.0,137.0,1900.0,8.0,16.7,1005.4,13.2,0.0,NNE,0.9,Tiantan
5348,2013,10,9,19,201.0,241.0,13.0,137.0,2100.0,1.0,15.3,1005.3,13.3,0.0,SE,0.8,Tiantan
5349,2013,10,9,20,201.0,241.0,13.0,137.0,1800.0,4.0,14.9,1005.2,13.4,0.0,E,1.0,Tiantan
5350,2013,10,9,21,193.0,230.0,6.0,103.0,1900.0,1.0,14.5,1004.6,13.0,0.0,N,0.6,Tiantan
5351,2013,10,9,22,197.0,197.0,5.0,95.0,1900.0,1.0,14.5,1004.3,13.4,0.0,NE,0.1,Tiantan
5352,2013,10,9,23,175.0,190.0,3.0,74.0,1800.0,1.0,16.5,1005.4,13.8,0.0,NW,1.5,Tiantan
5353,2013,10,10,0,197.0,225.0,9.0,108.0,1900.0,1.0,15.4,1003.9,13.6,0.0,WNW,1.7,Tiantan
5354,2013,10,10,1,188.0,236.0,13.0,101.0,1700.0,1.0,14.2,1002.6,13.2,0.0,ESE,1.0,Tiantan
5355,2013,10,10,2,191.0,219.0,9.0,90.0,1700.0,1.0,14.2,1002.9,13.6,0.0,NW,1.1,Tiantan
5356,2013,10,10,3,191.0,196.0,6.0,73.0,1700.0,1.0,13.9,1002.6,13.3,0.0,SSE,0.8,Tiantan
5357,2013,10,10,4,163.0,176.0,6.0,65.0,1700.0,1.0,13.5,1003.3,13.0,0.0,NE,0.7,Tiantan
5358,2013,10,10,5,176.0,176.0,4.0,56.0,1700.0,1.0,13.6,1003.6,13.1,0.0,SSE,0.7,Tiantan
5359,2013,10,10,6,188.0,211.0,11.0,77.0,1700.0,1.0,13.2,1003.7,12.9,0.0,ENE,1.1,Tiantan
5360,2013,10,10,7,188.0,211.0,11.0,77.0,1850.0,1.0,15.2,1004.7,14.6,0.0,N,0.9,Tiantan
5361,2013,10,10,8,175.0,226.0,6.0,60.0,2000.0,1.0,19.1,1005.6,10.6,0.0,NW,2.8,Tiantan
5362,2013,10,10,9,164.0,226.0,22.0,70.0,1500.0,15.0,20.6,1006.3,2.4,0.0,WNW,7.3,Tiantan
5363,2013,10,10,10,31.0,180.0,9.0,17.0,300.0,55.0,20.5,1006.7,2.8,0.0,NW,5.8,Tiantan
5364,2013,10,10,11,15.0,147.0,6.0,17.0,400.0,62.0,20.8,1007.4,2.1,0.0,WNW,6.1,Tiantan
5365,2013,10,10,12,19.0,140.0,6.0,14.0,300.0,67.0,19.9,1007.6,2.3,0.0,WNW,9.7,Tiantan
5366,2013,10,10,13,12.0,89.0,5.0,14.0,300.0,67.0,19.7,1008.4,2.1,0.0,WNW,8.9,Tiantan
5367,2013,10,10,14,9.0,77.0,5.0,14.0,300.0,66.0,20.0,1008.9,1.9,0.0,NW,5.6,Tiantan
5368,2013,10,10,15,9.0,77.0,5.0,14.0,300.0,64.0,19.8,1009.2,1.2,0.0,WNW,7.0,Tiantan
5369,2013,10,10,16,5.0,23.0,5.0,18.0,300.0,65.0,19.5,1009.5,0.0,0.0,WNW,6.6,Tiantan
5370,2013,10,10,17,9.0,15.0,3.0,19.0,300.0,66.0,18.5,1010.8,-1.4,0.0,NW,4.1,Tiantan
5371,2013,10,10,18,3.0,35.0,2.0,26.0,300.0,58.0,18.2,1011.4,-1.6,0.0,NNW,5.8,Tiantan
5372,2013,10,10,19,3.0,35.0,2.0,26.0,400.0,49.0,16.3,1011.5,0.4,0.0,NE,0.9,Tiantan
5373,2013,10,10,20,11.0,19.0,1.0,36.0,400.0,36.0,12.3,1011.5,3.2,0.0,SSE,0.7,Tiantan
5374,2013,10,10,21,3.0,7.0,2.0,40.0,400.0,44.0,12.9,1011.7,0.6,0.0,NW,1.3,Tiantan
5375,2013,10,10,22,4.0,13.0,2.0,36.0,300.0,46.0,11.2,1011.7,3.0,0.0,W,1.1,Tiantan
5376,2013,10,10,23,6.0,37.0,2.0,47.0,400.0,30.0,10.3,1011.3,3.6,0.0,ENE,0.7,Tiantan
5377,2013,10,11,0,11.0,57.0,2.0,59.0,400.0,7.0,9.0,1011.4,3.8,0.0,WNW,0.6,Tiantan
5378,2013,10,11,1,10.0,21.0,1.0,55.0,400.0,2.0,8.7,1011.3,3.9,0.0,SW,0.8,Tiantan
5379,2013,10,11,2,13.0,32.0,2.0,58.0,600.0,1.0,7.6,1011.3,5.1,0.0,WSW,0.2,Tiantan
5380,2013,10,11,3,11.0,20.0,2.0,53.0,600.0,1.0,7.9,1011.3,5.9,0.0,ESE,0.9,Tiantan
5381,2013,10,11,4,10.0,42.0,2.0,55.0,600.0,1.0,7.6,1011.9,5.4,0.0,W,1.3,Tiantan
5382,2013,10,11,5,17.0,36.0,1.0,45.0,700.0,1.0,7.2,1012.2,5.7,0.0,SW,0.4,Tiantan
5383,2013,10,11,6,16.0,29.0,1.0,44.0,600.0,1.0,7.8,1012.6,6.1,0.0,E,0.8,Tiantan
5384,2013,10,11,7,17.0,31.0,1.0,41.0,600.0,1.0,12.6,1013.1,6.0,0.0,ENE,1.2,Tiantan
5385,2013,10,11,8,27.0,102.0,4.0,49.0,1000.0,1.0,16.1,1013.0,6.2,0.0,SSW,1.3,Tiantan
5386,2013,10,11,9,43.0,71.0,11.0,63.0,900.0,5.0,18.9,1012.8,1.4,0.0,SW,2.9,Tiantan
5387,2013,10,11,10,48.0,74.0,16.0,56.0,700.0,24.0,19.7,1012.2,1.6,0.0,SW,3.9,Tiantan
5388,2013,10,11,11,36.0,77.0,15.0,39.0,600.0,49.0,20.8,1011.2,2.1,0.0,WSW,4.8,Tiantan
5389,2013,10,11,12,29.0,67.0,17.0,29.0,500.0,70.0,21.8,1010.2,3.0,0.0,SSW,1.8,Tiantan
5390,2013,10,11,13,41.0,80.0,19.0,27.0,500.0,83.0,22.6,1009.5,3.2,0.0,SSW,2.1,Tiantan
5391,2013,10,11,14,50.0,101.0,21.0,28.0,600.0,96.0,23.0,1009.1,3.0,0.0,SW,2.6,Tiantan
5392,2013,10,11,15,47.0,79.0,24.0,27.0,600.0,108.0,22.8,1008.9,3.3,0.0,SW,1.8,Tiantan
5393,2013,10,11,16,60.0,117.0,26.0,32.0,600.0,117.0,21.8,1009.0,4.4,0.0,S,0.6,Tiantan
5394,2013,10,11,17,60.0,127.0,25.0,35.0,600.0,121.0,18.2,1010.0,7.9,0.0,ENE,0.6,Tiantan
5395,2013,10,11,18,70.0,155.0,17.0,47.0,700.0,91.0,14.9,1010.6,7.7,0.0,NE,0.8,Tiantan
5396,2013,10,11,19,67.0,106.0,7.0,80.0,900.0,32.0,13.7,1011.1,8.9,0.0,ENE,0.5,Tiantan
5397,2013,10,11,20,90.0,153.0,5.0,109.0,1900.0,1.0,13.2,1011.8,9.6,0.0,N,0.6,Tiantan
5398,2013,10,11,21,107.0,168.0,5.0,99.0,2300.0,1.0,13.4,1012.7,8.0,0.0,E,1.1,Tiantan
5399,2013,10,11,22,118.0,156.0,6.0,100.0,2400.0,1.0,12.0,1013.3,9.6,0.0,E,1.2,Tiantan
5400,2013,10,11,23,109.0,171.0,6.0,114.0,2200.0,1.0,12.5,1013.5,8.6,0.0,N,1.6,Tiantan
5401,2013,10,12,0,106.0,175.0,8.0,109.0,1700.0,1.0,10.4,1013.8,8.7,0.0,E,0.6,Tiantan
5402,2013,10,12,1,94.0,151.0,4.0,91.0,1300.0,1.0,10.2,1013.8,8.3,0.0,ENE,0.6,Tiantan
5403,2013,10,12,2,77.0,95.0,4.0,72.0,1100.0,1.0,9.6,1013.8,8.0,0.0,NNE,1.1,Tiantan
5404,2013,10,12,3,67.0,87.0,3.0,65.0,900.0,2.5,11.7,1014.0,7.4,0.0,NNE,0.9,Tiantan
5405,2013,10,12,4,60.0,67.0,4.0,65.0,700.0,4.0,9.2,1014.5,7.5,0.0,NNE,0.0,Tiantan
5406,2013,10,12,5,54.0,96.0,3.0,62.0,700.0,1.0,8.7,1015.1,7.3,0.0,ESE,0.8,Tiantan
5407,2013,10,12,6,54.0,81.0,2.0,59.0,700.0,1.0,10.7,1015.4,7.2,0.0,ENE,1.2,Tiantan
5408,2013,10,12,7,57.0,80.0,3.0,69.0,800.0,1.0,12.6,1016.3,7.1,0.0,N,1.8,Tiantan
5409,2013,10,12,8,64.0,100.0,6.0,74.0,1000.0,2.0,14.2,1016.5,7.0,0.0,NNE,1.4,Tiantan
5410,2013,10,12,9,64.0,117.0,9.0,80.0,1100.0,5.0,16.5,1016.5,5.7,0.0,NNE,1.7,Tiantan
5411,2013,10,12,10,61.0,117.0,10.0,83.0,1100.0,9.0,18.3,1015.9,6.5,0.0,NNE,1.9,Tiantan
5412,2013,10,12,11,56.0,77.0,10.0,80.0,1000.0,23.0,20.5,1015.0,6.1,0.0,NE,1.8,Tiantan
5413,2013,10,12,12,51.0,112.0,9.0,82.0,900.0,33.0,21.5,1014.2,5.4,0.0,NNE,1.8,Tiantan
5414,2013,10,12,13,53.0,83.0,10.0,67.0,700.0,70.0,21.7,1013.4,5.1,0.0,ENE,1.8,Tiantan
5415,2013,10,12,14,58.0,85.0,11.0,65.0,700.0,84.0,21.4,1012.8,6.5,0.0,ENE,1.9,Tiantan
5416,2013,10,12,15,66.0,99.0,14.0,78.0,700.0,86.0,21.2,1012.7,7.4,0.0,ENE,0.6,Tiantan
5417,2013,10,12,16,78.0,155.0,19.0,84.0,700.0,94.0,20.2,1012.3,6.9,0.0,NE,1.5,Tiantan
5418,2013,10,12,17,99.0,150.0,20.0,120.0,1000.0,56.0,19.0,1012.7,9.2,0.0,NNE,0.9,Tiantan
5419,2013,10,12,18,90.0,117.0,23.0,139.0,1300.0,23.0,18.0,1012.8,9.3,0.0,E,1.3,Tiantan
5420,2013,10,12,19,59.0,86.0,28.0,123.0,1600.0,11.0,17.3,1013.5,10.7,0.0,ENE,0.1,Tiantan
5421,2013,10,12,20,55.0,113.0,26.0,123.0,1600.0,2.0,17.1,1014.2,11.4,0.0,E,0.0,Tiantan
5422,2013,10,12,21,65.0,143.0,18.0,130.0,1600.0,1.0,17.0,1014.6,10.4,0.0,ESE,0.6,Tiantan
5423,2013,10,12,22,74.0,113.0,18.0,121.0,1600.0,1.0,18.1,1014.7,8.6,0.0,NNW,0.7,Tiantan
5424,2013,10,12,23,74.0,145.0,39.0,111.0,1700.0,4.0,17.1,1014.3,9.0,0.0,NNE,1.1,Tiantan
5425,2013,10,13,0,90.0,177.0,104.0,113.0,2600.0,8.0,16.5,1014.3,9.9,0.0,NE,1.1,Tiantan
5426,2013,10,13,1,81.0,139.0,91.0,106.0,3000.0,10.0,16.9,1014.4,8.1,0.0,ENE,1.4,Tiantan
5427,2013,10,13,2,77.0,164.0,58.0,110.0,2200.0,1.0,16.6,1014.1,6.7,0.0,ESE,3.6,Tiantan
5428,2013,10,13,3,50.0,54.0,31.0,67.0,1100.0,34.0,16.0,1014.3,7.5,0.0,E,2.4,Tiantan
5429,2013,10,13,4,33.0,65.0,21.0,26.0,800.0,83.0,15.9,1014.6,7.6,0.0,ENE,1.3,Tiantan
5430,2013,10,13,5,24.0,33.0,17.0,20.0,600.0,90.0,15.7,1015.0,7.7,0.0,NE,1.5,Tiantan
5431,2013,10,13,6,34.0,45.0,17.0,27.0,700.0,76.0,15.5,1015.2,8.0,0.0,NE,1.2,Tiantan
5432,2013,10,13,7,33.0,55.0,13.0,29.0,600.0,71.0,15.4,1015.8,8.6,0.0,E,1.3,Tiantan
5433,2013,10,13,8,39.0,50.0,15.0,37.0,700.0,58.0,15.3,1016.1,8.3,0.0,ENE,1.1,Tiantan
5434,2013,10,13,9,42.0,43.0,16.0,46.0,700.0,47.0,15.3,1016.1,8.8,0.0,ENE,1.3,Tiantan
5435,2013,10,13,10,35.0,40.0,16.0,53.0,700.0,35.0,15.1,1016.1,9.2,0.0,E,0.7,Tiantan
5436,2013,10,13,11,39.0,71.0,15.0,63.0,800.0,21.0,14.9,1015.6,9.3,0.0,ESE,1.6,Tiantan
5437,2013,10,13,12,52.0,78.0,14.0,53.0,700.0,38.0,15.2,1014.7,9.8,0.0,SE,1.0,Tiantan
5438,2013,10,13,13,59.0,71.0,14.0,56.0,700.0,39.0,15.2,1014.4,10.4,0.0,ENE,0.6,Tiantan
5439,2013,10,13,14,64.0,73.0,13.0,63.0,800.0,30.0,15.1,1014.3,11.5,0.0,E,1.1,Tiantan
5440,2013,10,13,15,64.0,73.0,13.0,63.0,700.0,34.0,14.9,1013.9,11.5,0.0,E,1.2,Tiantan
5441,2013,10,13,16,71.0,96.0,8.0,75.0,900.0,16.0,14.9,1013.7,10.7,0.0,E,0.7,Tiantan
5442,2013,10,13,17,75.0,103.0,8.0,91.0,1000.0,3.0,14.7,1014.3,10.7,0.0,WSW,0.8,Tiantan
5443,2013,10,13,18,75.0,93.0,7.0,87.0,1000.0,1.0,14.6,1014.6,11.7,0.0,W,0.0,Tiantan
5444,2013,10,13,19,76.0,89.0,6.0,81.0,1000.0,1.0,14.1,1014.8,11.8,0.0,E,0.5,Tiantan
5445,2013,10,13,20,72.0,84.0,5.0,72.0,1200.0,1.0,14.0,1015.4,12.0,0.0,E,0.5,Tiantan
5446,2013,10,13,21,82.0,93.0,4.0,67.0,1500.0,1.0,14.0,1015.8,12.2,0.0,SE,0.6,Tiantan
5447,2013,10,13,22,85.0,94.0,4.0,70.0,1400.0,1.0,13.9,1016.3,12.3,0.0,NE,0.9,Tiantan
